Expiry,12,24,36,48,60,84,120,144,180,240,300,360
1,0.011178563180883285,0.018273694712313732,0.022773159157192427,0.022221881694990283,0.021631559994981772,0.018918050138947186,0.0017032432438603817,0.003037141776299566,0.004146215885375934,0.09991545237792335,0.09986224040997747,0.09973986732267255
3,0.01399704685528325,0.018694792750446637,0.020211742107220924,0.020530612955736008,0.02040915004368715,0.02030417209744313,0.018557131571667322,0.018487926061664252,0.014671143186738058,0.0011300035130919085,0.0023948085177773184,0.09992507774012901
6,0.014538228230676532,0.01753104629505393,0.018694316839277896,0.019253780368908926,0.019488325278690804,0.019883166986781872,0.019711403556309674,0.020600303682420107,0.02059039027995213,0.0021792268982386855,0.004526293827374232,0.0010338697695542881
9,0.014636090752062937,0.01697963716566054,0.0178873896018438,0.018393841051066576,0.018827050507733315,0.019570907664455933,0.01999091154063155,0.021154917533425615,0.02182387927393282,0.014507801385587733,0.00455620984445026,0.0022673731166138016
12,0.014758791427150107,0.016573080654382556,0.017281463776008706,0.01779338872825886,0.018190968931195713,0.019109764644546428,0.0201003590431878,0.021355392947904103,0.022359270275914795,0.018844339726420915,0.00400444448630411,0.001803669141953488
24,0.014335740227542445,0.015323304284166395,0.015958831826321192,0.016594841977137714,0.017278672782828526,0.01869393898355645,0.02078814210548758,0.022168070699063996,0.023235054145788497,0.023150371966909104,0.018109366476157376,0.0036831801115831276
36,0.01415077623807582,0.01508669476853042,0.01584682123457229,0.0164692544950684,0.01715641127371612,0.018755902642182482,0.021001053861816825,0.022448931978136452,0.023456731754174936,0.023948154749737254,0.022596453621736554,0.014573149820376143
48,0.014295317125750535,0.015269296184747289,0.015932395624068205,0.01666422236941961,0.017444414887874914,0.019082479560150474,0.021308972700996423,0.02251914109657699,0.023609824082060412,0.024359014179306273,0.023717746880779877,0.019768371923934866
60,0.01453276555549679,0.015469720052922537,0.016201562443879814,0.016917722306648834,0.01769185772027453,0.019330291959356375,0.021616829200236963,0.02253932741032071,0.023801841752971037,0.02455152148306021,0.023859017931728465,0.021693675924709284
72,0.01479671356970387,0.01579907619957461,0.01652520534645897,0.017226680739044355,0.01798152818576077,0.019571888614365544,0.02172305714442219,0.02267460514348432,0.023696485050383697,0.02436097299595222,0.024113012995203326,0.02217948818401985
84,0.015051777632753071,0.016079578308842456,0.016739090551833924,0.01743365526449495,0.018239452294036368,0.019763514486637285,0.021777266623020996,0.02274889767690945,0.023491863082575178,0.0240329933040498,0.02358397590623007,0.021794083896386436
96,0.015311855220914888,0.016402862596325722,0.017080844254311257,0.017805297651070966,0.018525106288935753,0.020103495151243517,0.021893075030255484,0.022887649261229062,0.023406888576629033,0.023771382222393663,0.023430105583231498,0.02210619611592046
108,0.01566496223633225,0.016730832151342332,0.01740012927516259,0.018133689523170085,0.01883225372165791,0.020143528394297304,0.02187730731446865,0.022622163791798856,0.022998913630394646,0.02317066121154718,0.02295725164081418,0.021118029138677708
120,0.015923402810652246,0.016970996044680473,0.01762172215848221,0.018289568651204912,0.018992186353515076,0.020032746831627302,0.021780739116726403,0.022170247405561675,0.02241710431407367,0.022326420007630632,0.02172161204305774,0.02013243849689154
144,0.016200008244871666,0.017295738947381803,0.018033607546164263,0.01839001832645524,0.0187494621687069,0.017043349855332384,0.02101708949806032,0.021315426064379684,0.02101647949326193,0.02041055571058441,0.01912288976410124,0.004248686223179834
180,0.015138094617807065,0.016220162062658826,0.016830114141070968,0.01746141753303503,0.01796704569736355,0.01238464290582634,0.019162102445330054,0.018805584872762904,0.017397136229018128,0.014681281404974704,0.003596041565847456,0.0035136812995562147
240,0.014739591863064835,0.015864915319716958,0.016333341919101997,0.01669875393690667,0.016951883383743694,0.017347522656002746,0.017992299737303704,0.017673771723766076,0.015887343622172697,0.016573512488338164,0.004156195297442987,0.0016080875098434622
300,0.015878439807477242,0.016994205228761643,0.017529098056504863,0.017770019385920054,0.018008488921825824,0.01892828322862102,0.020216761600344035,0.020761300384896188,0.020920925435511904,0.021778358192016622,0.02330960710572192,0.02398033820180977
360,0.017907372007529797,0.019256337799602785,0.01979206047684894,0.02008963209339996,0.020256510416044506,0.021419995912388294,0.02308522428988166,0.023566562152410795,0.023518391032750142,0.02565332767676637,0.028979329422888694,0.03145441610500629
